word,part_of_speech,meaning,example
kết quả,danh từ,"cái do một hay nhiều hiện tượng khác (gọi là nguyên nhân) gây ra, tạo ra, trong quan hệ với những hiện tượng ấy: quan hệ giữa nguyên nhân và kết quả",quan hệ giữa nguyên nhân và kết quả
kết nguyền,động từ,"(cũ, văn chương) nguyện cùng kết nghĩa với nhau: kết nguyền phu thê * ""Trời xui mai trúc một cành, Trời xui lan huệ yến anh kết nguyền."" (MPXH)","kết nguyền phu thê * ""Trời xui mai trúc một cành, Trời xui lan huệ yến anh kết nguyền."" (MPXH)"
kết liễu,động từ,"làm cho vĩnh viễn mất đi, chấm dứt hoàn toàn sự sống: kết liễu cuộc đời",kết liễu cuộc đời
kết thân,động từ,"(cũ, hiếm) như kết bạn: hai người kết thân với nhau đã lâu",hai người kết thân với nhau đã lâu
kết thúc,động từ,"hết hẳn, ngừng hoàn toàn sau một quá trình hoạt động, diễn biến nào đó: mùa mưa sắp kết thúc * bộ phim kết thúc có hậu",mùa mưa sắp kết thúc * bộ phim kết thúc có hậu
kết thúc,động từ,"làm những việc cần thiết để cho đi đến chấm dứt một quá trình hoạt động, diễn biến nào đó: buổi lễ kết thúc năm học * kết thúc hội nghị",buổi lễ kết thúc năm học * kết thúc hội nghị
kết tóc,động từ,"(cũ, văn chương) bện tóc lại thành bím, thành dải; thường dùng để nói việc kết duyên: ""Cho chàng vào lễ tơ hồng, Ả, anh kết tóc phỉ lòng ước ao."" (CC)","""Cho chàng vào lễ tơ hồng, Ả, anh kết tóc phỉ lòng ước ao."" (CC)"
kết tóc xe tơ,,"(văn chương) kết duyên vợ chồng: ""Thương nàng, nàng cứ làm ngơ, Bao giờ kết tóc xe tơ hỡi nàng."" (ca dao)","""Thương nàng, nàng cứ làm ngơ, Bao giờ kết tóc xe tơ hỡi nàng."" (ca dao)"
kết tinh,động từ,(quá trình) hình thành tinh thể từ trạng thái lỏng: ruộng muối bắt đầu kết tinh,ruộng muối bắt đầu kết tinh
kết tinh,động từ,"được chắt lọc và cô đúc từ những gì được coi là tinh tuý, là tốt đẹp nhất: văn hoá Việt được kết tinh từ truyền thống nghìn năm văn hiến",văn hoá Việt được kết tinh từ truyền thống nghìn năm văn hiến
kết tinh,danh từ,chất tồn tại dưới dạng tinh thể: kết tinh của muối,kết tinh của muối
kết tụ,động từ,(quá trình) hình thành tinh thể từ trạng thái khí.,mây kết tụ thành đám * trống đồng đã kết tụ tinh hoa của dân tộc
kết tủa,danh từ,chất rắn có được do kết tủa: phản ứng thu được kết tủa,phản ứng thu được kết tủa
kết ước,,"(cũ, hiếm) như giao ước: hai nhà đã kết ước làm thông gia",hai nhà đã kết ước làm thông gia
kết tội,động từ,"khép vào tội, xác định khung hình phạt: bị toà kết tội tử hình",bị toà kết tội tử hình
kêu ca,động từ,"(khẩu ngữ) nói ra điều buồn bực, chê trách để tỏ thái độ không bằng lòng (nói khái quát): khổ thì chịu, chứ không kêu ca * tính hay kêu ca","khổ thì chịu, chứ không kêu ca * tính hay kêu ca"
kêu cầu,động từ,"cầu xin thần thánh hoặc người trên phù hộ, cứu giúp: kêu cầu trời Phật phù hộ",kêu cầu trời Phật phù hộ
kều,động từ,như khều (ng1): lấy que kều quả bóng trong gầm giường,lấy que kều quả bóng trong gầm giường
kêu,động từ,"(động vật) phát ra âm thanh tự nhiên có tính chất bản năng: lợn kêu * ""Chiều chiều chim vịt kêu chiều, Bâng khuâng nhớ bạn chín chiều ruột đau."" (ca dao)","lợn kêu * ""Chiều chiều chim vịt kêu chiều, Bâng khuâng nhớ bạn chín chiều ruột đau."" (ca dao)"
kêu,động từ,"phát ra âm thanh do có sự cọ xát, va chạm hoặc rung động: tiếng võng kêu kẽo kẹt",tiếng võng kêu kẽo kẹt
kêu,động từ,"bật ra, thốt ra tiếng hoặc lời do bị kích thích: kêu đau * kêu cứu * kêu lên cho mọi người cùng biết",kêu đau * kêu cứu * kêu lên cho mọi người cùng biết
kêu,động từ,"nói ra nỗi buồn bực, không vừa ý về điều gì: kêu khổ * hơi khó khăn một tí đã kêu * kêu đắt",kêu khổ * hơi khó khăn một tí đã kêu * kêu đắt
kêu,động từ,"cầu xin, khiếu nại: kêu oan",kêu oan
kêu,động từ,(phương ngữ) gọi để người khác đến với mình: kêu con về ăn cơm * kêu tên từ ngoài ngõ,kêu con về ăn cơm * kêu tên từ ngoài ngõ
kêu,động từ,(phương ngữ) gọi bằng: tôi kêu ông ấy là bác,tôi kêu ông ấy là bác
kêu,tính từ,"có âm thanh to, vang: pháo nổ rất kêu * chuông kêu",pháo nổ rất kêu * chuông kêu
kêu,tính từ,"(khẩu ngữ) (lời văn, từ ngữ) nghe có vẻ hay, hấp dẫn (nhưng thường không có nội dung sâu sắc): văn viết rất kêu * tên nghe kêu quá * thích dùng những chữ thật kêu",văn viết rất kêu * tên nghe kêu quá * thích dùng những chữ thật kêu
kêu van,động từ,"kêu xin, van nài bằng những lời thống thiết: kêu van xin tha tội * dù bị đòn roi cũng không chịu kêu van",kêu van xin tha tội * dù bị đòn roi cũng không chịu kêu van
kêu trời,động từ,kêu than với trời đất khi gặp chuyện không may: kêu trời không thấu * giậm chân kêu trời,kêu trời không thấu * giậm chân kêu trời
kêu gọi,động từ,"lên tiếng yêu cầu, động viên mọi người làm việc gì (thường là việc quan trọng): kêu gọi toàn dân đánh giặc * kêu gọi bảo vệ rừng",kêu gọi toàn dân đánh giặc * kêu gọi bảo vệ rừng
kêu la,động từ,kêu to lên (nói khái quát): kêu la thảm thiết,kêu la thảm thiết
kêu nài,động từ,"kêu ca, nài nỉ nhiều: ""Mèo lành ai nỡ cắt tai, Gái hư chồng để kêu nài ai thương."" (ca dao)","""Mèo lành ai nỡ cắt tai, Gái hư chồng để kêu nài ai thương."" (ca dao)"
kêu gào,động từ,gào to vì đau đớn hay phẫn uất: kêu gào đến khản cổ,kêu gào đến khản cổ
kêu gào,động từ,lên tiếng ầm ĩ để kêu: dân chúng kêu gào vì bị quan lại ức hiếp,dân chúng kêu gào vì bị quan lại ức hiếp
khá,tính từ,"ở mức độ, trình độ trên trung bình chút ít: xếp loại khá * học sinh khá * thành tích ở mức độ khá",xếp loại khá * học sinh khá * thành tích ở mức độ khá
khá,tính từ,"ở mức cao tương đối, so với cái đưa ra để so sánh: sức khoẻ đã khá hơn trước * con bé học khá hơn bạn nó",sức khoẻ đã khá hơn trước * con bé học khá hơn bạn nó
khá,phụ từ,ở mức độ cao một cách tương đối: công việc khá vất vả * tốn khá nhiều thời gian,công việc khá vất vả * tốn khá nhiều thời gian
khả ái,tính từ,"đẹp một cách dịu dàng, trang nhã, giành được thiện cảm của người khác (thường nói về vẻ đẹp của người con gái): nụ cười khả ái * gương mặt khả ái",nụ cười khả ái * gương mặt khả ái
khả biến,tính từ,"có thể biến đổi, có thể phát triển; phân biệt với bất biến: tư bản khả biến * chi phí khả biến",tư bản khả biến * chi phí khả biến
khà,động từ,"từ mô phỏng tiếng luồng hơi bật từ trong cổ họng ra, vẻ thích thú, khoan khoái: nhấp ngụm nước trà xong, khà một tiếng","nhấp ngụm nước trà xong, khà một tiếng"
khả dĩ,phụ từ,"có thể, có khả năng: ""Tôi sục tìm trong bè xem có vật nào khả dĩ dùng làm bơi chèo được."" (THoài; 8)","""Tôi sục tìm trong bè xem có vật nào khả dĩ dùng làm bơi chèo được."" (THoài; 8)"
khả dĩ,phụ từ,"hoặc t tạm được, có thể chấp nhận được: một ý kiến nghe có vẻ khả dĩ * nói thế khả dĩ còn nghe được",một ý kiến nghe có vẻ khả dĩ * nói thế khả dĩ còn nghe được
khả dụng,tính từ,"có khả năng sử dụng, ứng dụng được: nguồn nguyên liệu khả dụng * tính khả dụng của các hệ điều hành máy tính",nguồn nguyên liệu khả dụng * tính khả dụng của các hệ điều hành máy tính
khá giả,tính từ,"ở mức có tương đối đầy đủ những gì thuộc về yêu cầu của đời sống vật chất, ăn tiêu dư dả: con nhà khá giả",con nhà khá giả
kha khá,tính từ,(khẩu ngữ) như khá (nhưng ý mức độ ít): góp được một số vốn kha khá,góp được một số vốn kha khá
khá khẩm,tính từ,"(khẩu ngữ) khá, thường về mặt vật chất (nói khái quát): hàng họ khá khẩm * nhà ấy dạo này cũng khá khẩm",hàng họ khá khẩm * nhà ấy dạo này cũng khá khẩm
khả nghi,tính từ,"đáng ngờ, khó có thể tin: dấu hiệu khả nghi",dấu hiệu khả nghi
khạc,động từ,bật mạnh hơi để đẩy vật đang vướng trong cổ họng ra ngoài: khạc đờm * khẩu đại bác liên tục khạc lửa,khạc đờm * khẩu đại bác liên tục khạc lửa
khác biệt,,"khác nhau, có những nét riêng làm cho có thể phân biệt với nhau: có sự khác biệt giữa thành thị và nông thôn",có sự khác biệt giữa thành thị và nông thôn
khả năng,danh từ,"cái có thể xuất hiện, có thể xảy ra trong điều kiện nhất định: cơn bão có khả năng sẽ suy yếu dần * tình hình chiến sự có khả năng thay đổi",cơn bão có khả năng sẽ suy yếu dần * tình hình chiến sự có khả năng thay đổi
khả năng,danh từ,cái vốn có về vật chất hoặc tinh thần để có thể làm được việc gì: không còn khả năng sinh nở * yêu cầu vượt quá khả năng cho phép,không còn khả năng sinh nở * yêu cầu vượt quá khả năng cho phép
khả kính,tính từ,đáng kính trọng: vị giáo sư khả kính * một con người khả kính,vị giáo sư khả kính * một con người khả kính
khả quan,tính từ,"tương đối tốt đẹp và có khả năng ngày càng tốt đẹp, có thể yên tâm được: kết quả khả quan * bệnh tình đã có vẻ khả quan hơn",kết quả khả quan * bệnh tình đã có vẻ khả quan hơn
khả ố,tính từ,"xấu xa, thô lỗ đến mức thấy ghê tởm: bộ mặt khả ố * cười khả ố",bộ mặt khả ố * cười khả ố
khả thi,tính từ,có khả năng thực hiện được: dự án có tính khả thi * một giải pháp khả thi,dự án có tính khả thi * một giải pháp khả thi
khác,tính từ,"không có những nét chung, những nét tương tự nên có thể phân biệt được với nhau khi so sánh: là chị em nhưng khuôn mặt khác hẳn nhau * tính mỗi người mỗi khác",là chị em nhưng khuôn mặt khác hẳn nhau * tính mỗi người mỗi khác
khác,tính từ,"không phải là cái đã biết, đã nói đến, tuy là cùng loại: lấy hộ tôi cái bát khác * để dịp khác * đi chỗ khác chơi",lấy hộ tôi cái bát khác * để dịp khác * đi chỗ khác chơi
khác gì,,"không có gì khác; giống như: ""Có chồng mà chẳng có con, Khác gì hoa nở trên non một mình."" (ca dao)","""Có chồng mà chẳng có con, Khác gì hoa nở trên non một mình."" (ca dao)"
khách hàng,danh từ,"đối tượng mua hàng hoặc sử dụng dịch vụ, trong quan hệ với đối tượng bán hàng hoặc cung cấp dịch vụ: khách hàng là thượng đế * dịch vụ chăm sóc khách hàng",khách hàng là thượng đế * dịch vụ chăm sóc khách hàng
khách khí,tính từ,"có vẻ như là khách, tỏ ra giữ gìn, dè dặt, không tự nhiên, thoải mái trong việc làm, cách cư xử: ăn nói khách khí * là bạn bè nên không phải khách khí",ăn nói khách khí * là bạn bè nên không phải khách khí
khách,danh từ,"người từ nơi khác đến, trong quan hệ với chủ nhà, với người đón tiếp: tiếp khách * dẫn khách đi tham quan * nhà có khách",tiếp khách * dẫn khách đi tham quan * nhà có khách
khách,danh từ,"người đến để mua bán, giao dịch, trong quan hệ với cửa hiệu, cửa hàng, v.v.: quảng cáo để thu hút khách * khách đến mua hàng",quảng cáo để thu hút khách * khách đến mua hàng
